index,year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,selling_price,sale_date
1464,2012,kia,Sedona,LX,Minivan,automatic,kndmg4c78c6477824,ca,3.0,66523.0,gray,gray,dtg operations inc,9000.0,9000.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
1465,2012,infiniti,M,M37,Sedan,automatic,jn1by1ap4cm332641,ca,31.0,43774.0,white,beige,nissan infiniti lt,25400.0,27000.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1466,2012,mercedes-benz,E-Class,E350,Convertible,automatic,wddkk5kf3cf164464,ca,21.0,29315.0,gray,black,the hertz corporation,33800.0,28500.0,Wed Dec 31 2014 12:30:00 GMT-0800 (PST)
1467,2012,infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap0cm627388,ca,35.0,25586.0,black,black,nissan infiniti lt,22200.0,22500.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1468,2012,infiniti,G Coupe,G37,G Coupe,automatic,jn1cv6ek9cm422005,ca,42.0,44470.0,black,black,nissan infiniti lt,20300.0,22500.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1469,2012,mini,Cooper,Base,Hatchback,manual,wmwsu3c58ct185503,ca,36.0,79616.0,gray,black,a and a auto mart inc,11400.0,10250.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
1470,2012,lexus,IS 250,Base,Sedan,automatic,jthbf5c25c5181152,ca,36.0,13661.0,black,black,lexus financial services,22800.0,23000.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
1471,2012,mini,Cooper,Base,Hatchback,automatic,wmwsu3c5xct255549,ca,43.0,8536.0,white,black,bmw mini financial services,15700.0,15500.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1472,2012,lexus,IS 250,Base,Sedan,automatic,jthbf5c24c5160616,ca,37.0,33997.0,brown,beige,lexus financial services,21900.0,23500.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
1473,2012,kia,Soul,Base,Wagon,automatic,kndjt2a57c7432856,ca,35.0,51215.0,silver,black,kia motors finance,8150.0,9300.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
1474,2012,jeep,Wrangler,Unlimited Sport,SUV,automatic,1c4bjwdg7cl197008,ca,3.0,42701.0,red,black,the hertz corporation,23300.0,22500.0,Thu Jan 08 2015 11:30:00 GMT-0800 (PST)
1475,2012,land rover,Range Rover Sport,HSE,SUV,automatic,salsf2d47ca720225,ca,44.0,19547.0,gray,black,jpmorgan chase bank n.a.,44300.0,46500.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1476,2012,mini,Cooper,Base,Hatchback,automatic,wmwsu3c57ct258585,ca,38.0,22094.0,red,black,bmw mini financial services,14650.0,14500.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1477,2012,kia,Optima,SX,Sedan,automatic,5xxgr4a63cg001290,ca,46.0,42315.0,gray,black,kia motors america  inc,17150.0,18250.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
1478,2012,infiniti,M,M37,Sedan,automatic,jn1by1ap7cm332021,ca,43.0,18639.0,silver,black,nissan infiniti lt,29500.0,27500.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1479,2012,mini,Cooper,Base,Hatchback,automatic,wmwsu3c55ct261971,ca,4.0,28155.0,blue,gray,bmw mini financial services,14150.0,15000.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1480,2012,mazda,Mazda3,i Touring,Hatchback,automatic,jm1bl1l8xc1612096,ca,46.0,26072.0,gray,black,jpmorgan chase bank n.a.,12550.0,14750.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
1481,2012,kia,Optima,Hybrid,Sedan,automatic,knagm4ad3c5030092,ca,42.0,26375.0,white,gray,kearny pearson kia,15350.0,15400.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
1482,2012,infiniti,QX,QX56,SUV,automatic,jn8az2nf2c9515492,ca,44.0,34994.0,gray,black,street smartz auto sales corporation,43600.0,42000.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1483,2012,infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap4cm626714,ca,34.0,24873.0,gray,black,nissan infiniti lt,22000.0,20000.0,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
1484,2012,kia,Optima,LX,Sedan,automatic,5xxgm4a75cg027509,ca,45.0,39404.0,silver,gray,kia motors america  inc -lemon law buybacks,11700.0,10250.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
1485,2012,mercedes-benz,C-Class,C250 Sport,Sedan,automatic,wddgf4hb6cr221246,ca,42.0,33942.0,white,gray,hoehn motors inc,21600.0,21000.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
1486,2012,infiniti,G Coupe,G37,G Coupe,automatic,jn1cv6ek5cm424009,ca,29.0,29700.0,black,black,nissan infiniti lt,22000.0,21000.0,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
1487,2012,infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap8cm629275,ca,34.0,21609.0,black,black,nissan infiniti lt,22700.0,22000.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1488,2012,infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap4cm620895,ca,38.0,44583.0,gray,black,nissan infiniti lt,20200.0,19000.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1489,2012,jeep,Wrangler,Unlimited Sport,SUV,automatic,1c4bjwdg6cl192916,ca,36.0,64624.0,red,black,the hertz corporation,21700.0,20900.0,Thu Jan 08 2015 11:30:00 GMT-0800 (PST)
1490,2012,infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap6cm621711,ca,43.0,27834.0,black,black,nissan infiniti lt,22000.0,20750.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1491,2012,mini,Cooper,Base,Hatchback,manual,wmwsu3c51ct185066,ca,36.0,25245.0,silver,black,bmw mini financial services,13450.0,12000.0,Thu Jan 29 2015 04:30:00 GMT-0800 (PST)
1492,2012,mini,Cooper,Base,Hatchback,automatic,wmwsu3c54ct263100,ca,39.0,14416.0,blue,black,bmw mini financial services,15250.0,16000.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1493,2012,infiniti,M,M37,Sedan,automatic,jn1by1ap2cm332637,ca,39.0,39257.0,gray,beige,nissan infiniti lt,26200.0,25250.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1494,2012,jaguar,XJ,Base,Sedan,automatic,sajwa1cb2clv28735,ca,25.0,22095.0,black,black,jpmorgan chase bank n.a.,39300.0,35000.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1495,2012,lexus,ES 350,Base,Sedan,automatic,jthbk1eg6c2490790,ca,25.0,8055.0,gold,tan,lexus financial services,24700.0,23500.0,Tue Dec 30 2014 00:00:00 GMT-0800 (PST)
1496,2012,jaguar,XF,Portfolio,Sedan,automatic,sajwa0hb3cls59258,ca,35.0,48806.0,black,black,walters auto sales/service inc,29000.0,28500.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
1497,2012,mazda,Mazda3,i Touring,Sedan,manual,jm1bl1v89c1673274,ca,42.0,28481.0,white,black,bmw of riverside,10750.0,9600.0,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
1498,2012,kia,Soul,Base,Wagon,automatic,kndjt2a57c7389362,ca,48.0,22047.0,white,black,kia motors america  inc,10250.0,12100.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
1499,2012,mini,Cooper,S,Hatchback,automatic,wmwsv3c50cty18198,ca,41.0,20462.0,gray,gray,bmw mini financial services,17050.0,17000.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1500,2012,mini,Cooper,S,Hatchback,manual,wmwsv3c53cty25954,ca,39.0,36557.0,gray,gray,bmw mini financial services,15750.0,15750.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1501,2012,lincoln,MKZ,Base,Sedan,automatic,3lnhl2gc1cr814700,ca,35.0,35825.0,blue,black,galpin ford studio rentals,14850.0,14250.0,Tue Dec 23 2014 12:00:00 GMT-0800 (PST)
1502,2012,infiniti,G Sedan,G37x,G Sedan,automatic,jn1cv6ar1cm673295,ca,47.0,52545.0,white,gray,nissan infiniti lt,19200.0,20500.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1503,2012,kia,Optima,Hybrid,Sedan,automatic,knagm4adxc5024323,ca,39.0,12267.0,silver,black,kia motors america  inc,16350.0,17000.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
1504,2012,kia,Optima,Hybrid,Sedan,automatic,knagm4ad8c5031853,ca,38.0,49523.0,silver,black,kia motors finance,13750.0,14200.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
1505,2012,mini,Cooper Coupe,Base,Hatchback,automatic,wmwsx1c5xct163613,ca,39.0,19744.0,blue,black,bmw mini financial services,12950.0,14500.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1506,2012,kia,Optima,SX,Sedan,automatic,5xxgr4a68cg001060,ca,45.0,32284.0,black,black,kia motors america  inc,17650.0,15000.0,Tue May 19 2015 05:00:00 GMT-0700 (PDT)
1507,2012,infiniti,G Coupe,G37,G Coupe,automatic,jn1cv6ekxcm420585,ca,22.0,37322.0,white,beige,nissan infiniti lt,21200.0,19500.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
1508,2012,mini,Cooper Countryman,Base,Wagon,automatic,wmwzb3c58cwm05077,ca,47.0,15738.0,beige,black,bmw mini financial services,18550.0,17750.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1509,2012,mercedes-benz,E-Class,E350 Luxury,Sedan,automatic,wddhf5kb2ca594172,ca,44.0,31215.0,gray,black,mercedes-benz financial services,28700.0,29000.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1510,2012,infiniti,M,M37,Sedan,automatic,jn1by1ap7cm330656,ca,42.0,21235.0,gray,black,nissan infiniti lt,27900.0,28000.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
1511,2012,infiniti,G Coupe,G37,G Coupe,manual,jn1cv6ek0cm421759,ca,34.0,28778.0,white,black,nissan infiniti lt,24200.0,23750.0,Tue Jan 06 2015 04:30:00 GMT-0800 (PST)
1512,2012,lexus,IS 250,Base,Sedan,automatic,jthbf5c28c5160859,ca,37.0,52392.0,black,black,jpmorgan chase bank n.a.,21200.0,21250.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1513,2012,infiniti,G Coupe,G37,G Coupe,manual,jn1cv6ek7cm420415,ca,4.0,9633.0,black,black,nissan infiniti lt,25900.0,27500.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1514,2012,mazda,Mazda5,Base,G Coupe,automatic,salmf1e46ca360169,ca,29.0,60828.0,black,black,jpmorgan chase bank n.a.,47600.0,40500.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
1515,2012,mazda,Mazda5,Sport,Minivan,automatic,jm1cw2bl0c0109917,ca,27.0,71064.0,gray,black,exeter finance corp,8250.0,10800.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
1516,2012,kia,Soul,Base,Wagon,automatic,kndjt2a5xc7430888,ca,1.0,27086.0,black,black,kia motors finance,10150.0,3600.0,Tue Jan 13 2015 13:00:00 GMT-0800 (PST)
1517,2012,lexus,ES 350,Base,Sedan,automatic,jthbk1eg5c2475682,ca,39.0,31675.0,silver,black,lexus financial services,22800.0,24100.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
1518,2012,lexus,IS 250,Base,Sedan,automatic,jthbf5c26c5162917,ca,36.0,23023.0,blue,beige,lexus financial services,22400.0,21500.0,Tue Dec 23 2014 00:00:00 GMT-0800 (PST)
1519,2012,infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap0cm624670,ca,42.0,31852.0,gray,black,nissan infiniti lt,21600.0,21250.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1520,2012,infiniti,M,M37x,Sedan,automatic,jn1by1ar9cm390553,ca,43.0,36721.0,gray,black,nissan infiniti lt,25700.0,27250.0,Tue Jan 06 2015 04:30:00 GMT-0800 (PST)
1521,2012,infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap8cm622956,ca,39.0,23842.0,white,black,nissan infiniti lt,22400.0,23250.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1522,2012,kia,Sorento,SX,SUV,automatic,5xykw4a2xcg255560,ca,39.0,57480.0,white,black,kia motors finance,18300.0,19400.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
1523,2012,infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap8cm620401,ca,23.0,43860.0,blue,black,nissan infiniti lt,20300.0,16750.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
1524,2012,infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap3cm625473,ca,42.0,44905.0,black,black,nissan infiniti lt,20200.0,23000.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
1525,2012,jeep,Liberty,Sport,SUV,automatic,1c4pjmak5cw183626,ca,35.0,36431.0,silver,black,dtg operations inc,14450.0,14100.0,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
1526,2012,infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap6cm934600,ca,44.0,17031.0,blue,black,nissan infiniti lt,23200.0,21000.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1527,2012,infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap7cm932340,ca,42.0,29871.0,blue,black,nissan infiniti lt,21800.0,21750.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1528,2012,infiniti,M,M37x,Sedan,automatic,jn1by1ar3cm392623,ca,38.0,35421.0,black,black,nissan infiniti lt,26300.0,27750.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1529,2012,mini,Cooper,Base,Hatchback,automatic,wmwsu3c58ct256733,ca,3.0,21054.0,red,gray,bmw mini financial services,14150.0,13750.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
1530,2012,infiniti,M,M37,Sedan,automatic,jn1by1ap5cm332499,ca,39.0,31821.0,black,black,nissan infiniti lt,27400.0,25500.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1531,2012,infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap7cm622933,ca,42.0,42321.0,black,black,nissan infiniti lt,20400.0,21000.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1532,2012,infiniti,G Coupe,G37,G Coupe,automatic,jn1cv6ek1cm422290,ca,39.0,30681.0,gray,black,nissan infiniti lt,21700.0,22750.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1533,2012,infiniti,G Coupe,G37,G Coupe,automatic,jn1cv6ek4cm422185,ca,35.0,33491.0,gray,black,nissan infiniti lt,21600.0,23250.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
1534,2012,lexus,IS 350,Base,Sedan,automatic,jthbe5c27c5029117,ca,38.0,90943.0,white,black,lexus of valencia,23800.0,20750.0,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
1535,2012,mazda,Mazda3,i Touring,Sedan,automatic,jm1bl1v88c1676117,ca,34.0,41550.0,black,black,jpmorgan chase bank n.a.,9775.0,11250.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
1536,2012,infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap0cm620392,ca,35.0,29586.0,gray,black,nissan infiniti lt,21800.0,22750.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1537,2012,mini,Cooper,Base,Hatchback,automatic,wmwsu3c56ct257122,ca,36.0,26865.0,blue,black,bmw mini financial services,13750.0,14250.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
1538,2012,mercedes-benz,C-Class,C250 Sport,Sedan,automatic,wddgf4hb8cr233513,ca,48.0,32711.0,white,black,aaero sweet company,21800.0,23500.0,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
1539,2012,mini,Cooper,EX,Sedan,automatic,salmf1e48ca360609,ca,29.0,62786.0,black,black,jpmorgan chase bank n.a.,46400.0,42500.0,Thu Feb 12 2015 04:30:00 GMT-0800 (PST)
1540,2012,mini,Cooper,Base,Hatchback,manual,wmwsu3c53ct185196,ca,39.0,48311.0,red,black,bmw mini financial services,12550.0,13000.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1541,2012,infiniti,M,M37,Sedan,automatic,jn1by1ap1cm332581,ca,42.0,29321.0,black,black,nissan infiniti lt,26400.0,26000.0,Tue Jan 06 2015 12:30:00 GMT-0800 (PST)
1542,2012,jeep,Liberty,Sport,SUV,automatic,1c4pjlak5cw208177,ca,43.0,29745.0,silver,black,remarketing by ge/mission fcu,14750.0,15750.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
1543,2012,mini,Cooper,Base,Hatchback,automatic,wmwsu3c56ct257413,ca,37.0,43544.0,blue,beige,bmw mini financial services,12900.0,12300.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1544,2012,infiniti,M,M37x,Sedan,automatic,jn1by1ar2cm390295,ca,27.0,18725.0,black,black,nissan infiniti lt,28700.0,29500.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
1545,2012,jaguar,XF,Base,Sedan,automatic,sajwa0fb6cls22675,ca,48.0,28823.0,white,beige,jpmorgan chase bank n.a.,28500.0,32000.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1546,2012,mini,Cooper,Base,Hatchback,automatic,wmwsu3c55ct256009,ca,38.0,27277.0,blue,black,bmw mini financial services,14200.0,13500.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1547,2012,mercedes-benz,E-Class,E350 Luxury,Sedan,automatic,wddhf5kb3ca561858,ca,41.0,28489.0,white,off-white,mercedes-benz financial services,29200.0,29000.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1548,2012,jeep,Patriot,Sport,SUV,automatic,1c4njpbb6cd528245,ca,37.0,142823.0,white,black,remarketing by ge/xpress rent a car,7950.0,5900.0,Tue Dec 30 2014 15:00:00 GMT-0800 (PST)
1549,2012,infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap2cm623102,ca,33.0,32906.0,gold,beige,nissan infiniti lt,21400.0,21000.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1550,2012,kia,Forte,EX,Sedan,automatic,knafu4a20c5501478,ca,26.0,77875.0,gray,gray,santander consumer,7275.0,6500.0,Thu Feb 12 2015 04:00:00 GMT-0800 (PST)
1551,2012,mercedes-benz,C-Class,C250 Sport,Sedan,automatic,wddgf4hbxcr213327,ca,38.0,34087.0,gray,black,mercedes-benz financial services,21700.0,20000.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1552,2012,infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap2cm620734,ca,4.0,42171.0,gray,black,tradewinds remarketing,20400.0,20250.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
1553,2012,kia,Sedona,LX,Minivan,automatic,kndmg4c7xc6479574,ca,39.0,69295.0,red,beige,dtg operations inc,8650.0,9300.0,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
1554,2012,mini,Cooper,Base,Hatchback,automatic,wmwsu3c53ct263928,ca,45.0,28376.0,red,black,bmw mini financial services,14150.0,14000.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1555,2012,infiniti,M,M37,Sedan,automatic,jn1by1ap1cm331687,ca,34.0,31389.0,gray,black,nissan infiniti lt,27400.0,25500.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1556,2012,lincoln,Navigator,L,SUV,automatic,5lmjj3h53cel07987,ca,47.0,41598.0,white,gray,ford motor credit company llc pd,32400.0,31000.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
1557,2012,land rover,Range Rover Sport,HSE,SUV,automatic,salsf2d49ca718718,ca,45.0,30055.0,white,tan,land rover north america llc,42000.0,34500.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1558,2012,mini,Cooper,S,Hatchback,manual,wmwsv3c50cty25460,ca,43.0,4975.0,green,gray,bmw mini financial services,18300.0,18250.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1559,2012,infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap1cm627934,ca,42.0,28412.0,white,black,exeter finance corp,21900.0,21250.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
1560,2012,mazda,Mazda3,i Sport,Sedan,automatic,jm1bl1ug0c1525605,ca,37.0,64821.0,gray,black,jpmorgan chase bank n.a.,8000.0,9500.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
1561,2012,nissan,Altima,2.5 S,Sedan,automatic,1n4al2apxcn433082,ca,25.0,35691.0,gray,black,nissan-infiniti lt,12300.0,10500.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
1562,2012,mercedes-benz,S-Class,S550,Sedan,automatic,wddng7db7ca436127,ca,33.0,40158.0,red,black,mercedes-benz financial services,43100.0,40500.0,Thu Jan 29 2015 04:30:00 GMT-0800 (PST)
1563,2012,mitsubishi,galant,fe,Sedan,automatic,4a32b2ff6ce016184,ca,41.0,66882.0,red,black,dtg operations inc,7925.0,8400.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
1564,2012,nissan,Sentra,2,Sedan,automatic,3n1ab6ap1cl763961,ca,36.0,33730.0,black,gray,autonet trading,9600.0,10400.0,Wed Feb 25 2015 04:30:00 GMT-0800 (PST)
1565,2012,mercedes-benz,SL-Class,SL550,Convertible,automatic,wdbsk7ba3cf169124,ca,39.0,26776.0,silver,black,sports trend auto sales,58400.0,20500.0,Thu Jan 29 2015 04:30:00 GMT-0800 (PST)
1566,2012,nissan,Versa,1.8 S,Hatchback,automatic,3n1bc1cp1cl373279,ca,34.0,42619.0,silver,black,gm financial,7875.0,7600.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
1567,2012,nissan,Leaf,SL,Hatchback,automatic,jn1az0cp8ct015709,ca,46.0,39384.0,silver,beige,nissan-infiniti lt,10100.0,12000.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
1568,2012,nissan,Altima,2.5 S,Sedan,automatic,1n4al2apxcn440467,ca,46.0,37161.0,gold,beige,nissan-infiniti lt,12200.0,12250.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
1569,2012,ram,1500,R/T,Regular Cab,automatic,3c6jd6ct4cg277128,ca,27.6,21916.0,gray,black,walters auto sales/service inc,19850.0,22250.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
1570,2012,nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap5cn547233,ca,35.0,61267.0,red,black,sama california auto export inc,9925.0,9800.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
1571,2012,ram,1500,ST,Regular Cab,automatic,3c6jd6ak6cg143165,ca,36.0,81338.0,white,black,myrddin fleet services,11750.0,10000.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
1572,2012,nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap5cn454566,ca,38.0,36353.0,white,black,nissan-infiniti lt,12250.0,12000.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
1573,2012,nissan,Versa,1.8 S,Hatchback,automatic,3n1bc1cp1ck816312,ca,36.0,43546.0,black,black,merchants leasing,7825.0,8400.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
1574,2012,nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap7cn400752,ca,25.0,77489.0,blue,black,balboa thrift & loan association,9125.0,8000.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
1575,2012,nissan,Sentra,2,Sedan,automatic,3n1ab6ap8cl622983,ca,19.0,55034.0,black,gray,california republic bank,8450.0,5200.0,Wed Dec 17 2014 11:00:00 GMT-0800 (PST)
1576,2012,toyota,Avalon,Base,Sedan,automatic,4t1bk3db3cu449763,ca,35.0,48994.0,black,black,rd cars,17000.0,17000.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
1577,2012,nissan,Maxima,3.5 S,Sedan,automatic,1n4aa5ap0cc842808,ca,19.0,57933.0,blue,black,the hertz corporation,15100.0,10000.0,Thu Feb 05 2015 03:30:00 GMT-0800 (PST)
1578,2012,mitsubishi,galant,fe,Sedan,automatic,4a32b2ff0ce016262,ca,31.0,66077.0,white,gray,dtg operations inc,8000.0,7600.0,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
1579,2012,mitsubishi,galant,fe,Sedan,automatic,4a32b2ff5ce008853,ca,26.0,77118.0,black,black,balboa thrift & loan association,7650.0,7900.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
1580,2012,nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap5cn576568,ca,29.0,53958.0,blue,black,santander consumer,10300.0,10000.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
1581,2012,nissan,Versa,1.8 S,Hatchback,automatic,3n1bc1cp8ck806330,ca,5.4,16850.0,silver,black,lease plan usa,8900.0,2500.0,Tue Dec 16 2014 13:00:00 GMT-0800 (PST)
1582,2012,nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap8cn467277,ca,26.0,41233.0,white,gray,the hertz corporation,11000.0,10400.0,Fri Dec 26 2014 12:00:00 GMT-0800 (PST)
1583,2012,nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap0cc137726,ca,38.0,48019.0,silver,gray,nissan-infiniti lt,11500.0,11600.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
1584,2012,nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap6cn429658,ca,29.0,39056.0,black,gray,nissan-infiniti lt,12100.0,12600.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
1585,2012,nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap3cc116675,ca,45.0,35285.0,black,gray,nissan-infiniti lt,12350.0,12700.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
1586,2012,nissan,Versa,1.8 S,Hatchback,automatic,3n1bc1cp0ck808394,ca,25.0,32712.0,silver,black,exeter finance corp,8750.0,8100.0,Tue Dec 30 2014 15:00:00 GMT-0800 (PST)
1587,2012,nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap0cn450652,ca,36.0,40330.0,white,black,nissan-infiniti lt,12000.0,11500.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
1588,2012,nissan,NV,3500 S,Van,automatic,1n6af0ly1cn102996,ca,19.0,137729.0,white,gray,nissan-infiniti lt,9525.0,10500.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
1589,2012,nissan,Maxima,3.5 S,Sedan,automatic,1n4aa5ap5cc825311,ca,21.0,30786.0,black,black,nissan motor acceptance corporation,17100.0,15000.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
1590,2012,subaru,Impreza,WRX,Hatchback,manual,jf1gr7e64cg236940,ca,3.0,27182.0,blue,black,remarketing by ge/southern california financial,21400.0,23750.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
1591,2012,toyota,Camry Hybrid,LE,Sedan,automatic,4t1bd1fk6cu007829,ca,43.0,59349.0,red,beige,jpmorgan chase bank n.a.,14900.0,15600.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
