index,year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,selling_price,sale_date
2723,2010,ford,Transit Connect,Cargo Van XLT,Minivan,automatic,nm0ls7dn7at040126,ca,23.6,48195.0,white,gray,donlen corporation,10750.0,9300.0,Tue Dec 16 2014 13:00:00 GMT-0800 (PST)
2724,2010,mazda,Mazda3,i Sport,Sedan,automatic,jm1bl1sfxa1316296,ca,37.0,75707.0,gray,black,wells fargo dealer services,6825.0,8400.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2725,2010,mitsubishi,Outlander,ES,SUV,automatic,ja4as2aw0az019183,ca,44.0,31776.0,black,black,exeter finance corp,8625.0,10100.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2726,2010,volkswagen,Jetta,Wolfsburg Edition PZEV,Sedan,manual,3vwra7aj4am094044,ca,1.0,88181.0,white,black,vw credit,7550.0,4500.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2727,2010,kia,Forte,EX,Sedan,automatic,knafu4a27a5243523,ca,31.0,45439.0,silver,gray,kia motors finance,7650.0,6400.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2728,2010,hyundai,Accent,Blue,Hatchback,manual,kmhcm3ac4au163512,ca,22.2,69435.0,blue,black,mazda of orange,3100.0,3100.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2729,2010,ford,Focus,S,Sedan,manual,1fahp3en1aw152829,ca,27.8,84426.0,black,beige,s/n auto imports,4950.0,4700.0,Wed Dec 17 2014 12:45:00 GMT-0800 (PST)
2730,2010,scion,xB,Base,Wagon,automatic,jtlze4fe4a1107698,ca,2.0,85988.0,silver,black,toyota financial services,7775.0,7300.0,Tue Dec 23 2014 00:00:00 GMT-0800 (PST)
2731,2010,volkswagen,New Beetle,2.5L Red Rock Edition PZEV,Hatchback,automatic,3vwrg3ag5am018568,ca,31.0,65937.0,white,tan,nextgear capital,7300.0,7100.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2732,2010,ford,Fusion Hybrid,Base,Sedan,automatic,3fadp0l3xar340623,ca,31.0,71555.0,gray,black,remarketing by ge/schools first fcu,10500.0,10500.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2733,2010,jeep,Compass,Sport,SUV,automatic,1j4nt4fb5ad505078,ca,39.0,77970.0,orange,black,jpmorgan chase bank n.a.,6850.0,8900.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2734,2010,ford,Focus,SE,Sedan,automatic,1fahp3fn9aw264406,ca,19.0,57155.0,green,tan,jpmorgan chase bank n.a.,6925.0,6100.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2735,2010,ford,F-250 Super Duty,Lariat,Crew Cab,automatic,1ftsw2br6aea04332,ca,39.0,75647.0,white,beige,aaero sweet company,30200.0,32000.0,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2736,2010,ford,Escape,XLS,SUV,automatic,1fmcu0c73aka71284,ca,35.0,83364.0,black,tan,ford motor credit company llc,7400.0,8200.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2737,2010,ford,E-Series Wagon,E-350 Super Duty XL,Van,automatic,1fbss3blxada87593,ca,34.0,125433.0,silver,gray,tech one racing,10750.0,10500.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2738,2010,volvo,XC90,3.2 R-Design,SUV,automatic,yv4982cf8a1557503,ca,43.0,47650.0,white,black,volvo na lemon law/world omni,20200.0,16000.0,Tue Dec 30 2014 00:00:00 GMT-0800 (PST)
2739,2010,ford,Mustang,V6,Convertible,automatic,1zvbp8en2a5151768,ca,34.0,56296.0,red,tan,high bid trading co inc,10750.0,11400.0,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2740,2010,toyota,Corolla,LE,Sedan,automatic,1nxbu4ee0az336682,ca,36.0,39958.0,gold,tan,exeter finance corp,8725.0,10500.0,Thu Jan 15 2015 04:00:00 GMT-0800 (PST)
2741,2010,volkswagen,Golf,2.5L PZEV,Hatchback,automatic,wvwbb7aj8aw119528,ca,48.0,72408.0,white,black,power drive inc,7225.0,9400.0,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2742,2010,honda,Accord,EX,Sedan,automatic,1hgcp2f73aa191256,ca,37.0,55424.0,black,beige,exeter finance corp,11200.0,12500.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2743,2010,ford,Escape,XLT,SUV,automatic,1fmcu0dg4akd11795,ca,43.0,51837.0,gray,black,us bank,9875.0,11000.0,Tue Dec 30 2014 12:30:00 GMT-0800 (PST)
2744,2010,ford,F-150,XLT,SuperCrew,automatic,1ftfw1cv6afb77382,ca,19.0,19591.0,blue,beige,us bank,20200.0,11000.0,Tue Jan 13 2015 12:00:00 GMT-0800 (PST)
2745,2009,audi,A3,2.0T quattro,Wagon,automatic,waukf78px9a124993,ca,28.0,78254.0,black,black,high bid trading co inc,11800.0,14250.0,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2746,2010,kia,Soul,!,Wagon,automatic,kndjt2a20a7188597,ca,27.0,81113.0,green,black,primeritus remarketing/bank of hawaii,7750.0,7600.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2747,2010,ford,Mustang,V6,Convertible,automatic,1zvbp8en2a5166870,ca,19.0,99133.0,white,brown,tycon enterprises,8975.0,8600.0,Tue Jan 06 2015 12:30:00 GMT-0800 (PST)
2748,2010,gmc,Terrain,SLE-1,SUV,automatic,2ctalbew1a6367197,ca,44.0,43653.0,white,black,wells fargo dealer services,12600.0,15100.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2749,2010,nissan,370Z,Base,Convertible,manual,jn1az4fh1am303039,ca,39.0,71287.0,red,black,century dealer services corp,15950.0,17500.0,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2750,2010,honda,Accord Crosstour,EX-L,Hatchback,automatic,5j6tf1h5xal006383,ca,45.0,29870.0,white,black,american road leasing inc,15000.0,16750.0,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2751,2010,ford,F-150,Harley-Davidson,SuperCrew,automatic,1ftfw1ev5afc17920,ca,49.0,22200.0,black,black,richard j bartlett jr enterprises,30100.0,34250.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2752,2010,volkswagen,CC,Sport,Sedan,automatic,wvwml9an2ae503573,ca,2.0,130668.0,blue,beige,vw credit,6775.0,4600.0,Tue Jan 13 2015 13:00:00 GMT-0800 (PST)
2753,2010,nissan,Sentra,2.0 SR,Sedan,automatic,3n1ab6ap9al709935,ca,2.0,94622.0,red,gray,wells fargo dealer services,5250.0,5500.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2754,2010,hyundai,Elantra,GLS,Sedan,automatic,kmhdu4ad2au122492,ca,42.0,33039.0,silver,gray,star ford lincoln,7725.0,8500.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2755,2010,honda,Accord,LX,Sedan,automatic,1hgcp2f36aa052607,ca,32.0,39673.0,blue,gray,ahfc/honda lease trust/hvt  inc.,10400.0,11700.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2756,2010,mazda,Mazda3,i Touring,Sedan,automatic,jm1bl1sg0a1141064,ca,33.0,85861.0,gray,black,jpmorgan chase bank n.a.,6300.0,8250.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2757,2010,toyota,Highlander,Base,SUV,automatic,5tdza3eh4as002997,ca,39.0,91308.0,black,gray,exeter finance corp,12800.0,13400.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2758,2010,ford,Focus,SE,Sedan,automatic,1fahp3fn6aw272088,ca,19.0,106781.0,white,gray,jpmorgan chase bank n.a.,5050.0,900.0,Tue Dec 16 2014 13:00:00 GMT-0800 (PST)
2759,2010,toyota,Prius,III,Hatchback,automatic,jtdkn3du7a0135437,ca,19.0,113815.0,silver,gray,california fleet inc,10550.0,10400.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2760,2010,honda,Civic,DX-VP,Sedan,automatic,19xfa1f32ae056853,ca,39.0,69743.0,silver,gray,ahfc/honda lease trust/hvt  inc.,8125.0,9800.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2761,2010,volvo,XC70,3.2,Wagon,automatic,yv4982bz8a1090207,ca,37.0,58477.0,black,beige,smith volvo inc,17100.0,18000.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2762,2010,honda,CR-V,EX-L,SUV,automatic,jhlre3h75ac004737,ca,4.0,47337.0,gray,black,remarketing by ge/chase lease remarketing co,14850.0,16000.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2763,2010,toyota,Corolla,LE,Sedan,automatic,1nxbu4ee7az299453,ca,34.0,53075.0,silver,gray,jpmorgan chase bank n.a.,8425.0,10400.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2764,2010,honda,Odyssey,LX,Minivan,automatic,5fnrl3h29ab037556,ca,28.0,62522.0,gray,gray,aaero sweet company,10750.0,13000.0,Wed Jan 07 2015 12:00:00 GMT-0800 (PST)
2765,2010,mercedes-benz,GLK-Class,GLK350 4MATIC,SUV,automatic,wdcgg8hb3af319111,ca,22.0,109622.0,gray,gray,autobahn motors,14350.0,13000.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2766,2010,dodge,Journey,SE,SUV,automatic,3d4pg4fb8at117696,ca,36.0,65963.0,black,black,jpmorgan chase bank n.a.,8500.0,8800.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2767,2010,mercedes-benz,S-Class,S550,Sedan,automatic,wddng7bb6aa292666,ca,34.0,81926.0,black,black,southwest auto inc,31200.0,31000.0,Wed Jan 07 2015 12:15:00 GMT-0800 (PST)
2768,2010,ford,Edge,Limited,SUV,automatic,2fmdk3kc8aba01848,ca,45.0,85379.0,silver,black,exeter finance corp,12850.0,14300.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2769,2010,honda,Civic,LX,Sedan,automatic,2hgfa1f52ah501275,ca,28.0,96183.0,silver,gray,ahfc/honda lease trust/hvt  inc.,7400.0,8400.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2770,2010,infiniti,QX56,Base,SUV,automatic,5n3za0ncxan907725,ca,49.0,62838.0,white,tan,aaero sweet company,27900.0,28250.0,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2771,2010,mazda,Mazda3,i Sport,Sedan,automatic,jm1bl1sg6a1330205,ca,19.0,55628.0,black,black,jpmorgan chase bank n.a.,7975.0,7000.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2772,2010,toyota,Corolla,S,Sedan,automatic,1nxbu4ee6az309342,ca,36.0,43285.0,white,black,tustin community bank,9425.0,11000.0,Wed Dec 17 2014 12:05:00 GMT-0800 (PST)
2773,2010,honda,Civic,LX,Sedan,automatic,2hgfa1f50ah330770,ca,36.0,81054.0,gray,gray,santander consumer,7950.0,9500.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2774,2010,nissan,Versa,1.8 S,Sedan,automatic,3n1bc1ap4al381554,ca,27.0,55630.0,blue,black,santander consumer,6325.0,6800.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2775,2010,volvo,XC60,T6 R-Design,SUV,automatic,yv4992dz5a2031104,ca,31.0,67725.0,blue,beige,bob baker jeep,18350.0,15500.0,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2776,2010,dodge,Journey,SXT,SUV,automatic,3d4pg5fv4at112169,ca,28.0,124914.0,silver,black,the car exchange,5375.0,6100.0,Wed Jan 07 2015 12:30:00 GMT-0800 (PST)
2777,2010,mercedes-benz,S-Class,S550,Sedan,automatic,wddng7bb4aa336308,ca,37.0,45188.0,silver,black,i auto sales inc,35800.0,36000.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2778,2010,kia,Optima,LX,Sedan,automatic,knagg4a80a5372641,ca,26.0,57354.0,black,gray,tycon enterprises,6825.0,7250.0,Tue Jan 06 2015 12:30:00 GMT-0800 (PST)
2779,2010,mercedes-benz,M-Class,ML350,SUV,automatic,4jgbb5gb6aa617403,ca,42.0,57938.0,green,beige,walters auto sales/service inc,21500.0,21750.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2780,2010,kia,Soul,!,Wagon,automatic,kndjt2a20a7702464,ca,21.0,99273.0,white,black,first investors servicing corp,6800.0,7300.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2781,2010,ford,Transit Connect,Cargo Van XLT,Minivan,automatic,nm0ls7dn8at021570,ca,3.0,95910.0,white,gray,donlen corporation,8725.0,7000.0,Tue Dec 16 2014 13:00:00 GMT-0800 (PST)
2782,2010,subaru,Impreza,2.5i,Hatchback,automatic,jf1gh6a68ah809882,ca,34.0,48391.0,charcoal,black,tycon enterprises,11250.0,10750.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2783,2010,land rover,Range Rover,HSE,SUV,automatic,salmf1d42aa317589,ca,35.0,35561.0,white,tan,land rover north america llc,35600.0,28500.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2784,2010,land rover,Range Rover,HSE,SUV,automatic,salmf1d49aa327049,ca,25.6,60000.0,brown,gray,land rover redwood city,34300.0,32250.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2785,2010,mercedes-benz,GLK-Class,GLK350,SUV,automatic,wdcgg5gb8af410648,ca,31.0,77517.0,silver,black,skyhigh remarketing inc,16850.0,16500.0,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2786,2010,honda,Accord,LX,Sedan,automatic,1hgcp2f34aa011232,ca,21.0,113560.0,silver,black,i auto sales inc,7900.0,6900.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2787,2010,mercedes-benz,GL-Class,GL450 4MATIC,SUV,automatic,4jgbf7be7aa613510,ca,39.0,54812.0,black,black,hoehn motors inc,27000.0,26750.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2788,2010,honda,Civic,EX,Coupe,automatic,2hgfg1b82ah523663,ca,45.0,99975.0,gray,gray,lbs financial credit union,7025.0,8900.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2789,2010,toyota,Camry,XLE,Sedan,automatic,4t1bf3ek0au522099,ca,29.0,92671.0,black,gray,high bid trading co inc,9800.0,9800.0,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2790,2010,land rover,LR2,HSE,SUV,automatic,salft2bn5ah204665,ca,42.0,58341.0,black,black,century dealer services corp,15350.0,17500.0,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2791,2010,ford,Edge,SE,SUV,automatic,2fmdk3gc1abb58999,ca,16.0,92070.0,silver,gray,audi concord,9625.0,7300.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2792,2010,toyota,Camry,Base,Sedan,automatic,4t1bf3ek0au563610,ca,19.0,88599.0,white,black,tdaf remarketing,8800.0,8000.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2793,2010,jeep,Grand Cherokee,Laredo,SUV,automatic,1j4pr4gk9ac163002,ca,35.0,61334.0,silver,black,merchants automotive group,12900.0,13200.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2794,2010,dodge,Journey,SXT,SUV,automatic,3d4pg5fv3at181998,ca,34.0,73745.0,black,gray,remarketing by ge/flagship credit acceptance,8900.0,8600.0,Tue Dec 23 2014 16:00:00 GMT-0800 (PST)
2795,2010,mitsubishi,Lancer Sportback,GTS,Hatchback,automatic,ja32x8hw7au016393,ca,19.0,95457.0,blue,black,navy fcu,6775.0,4000.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2796,2010,hyundai,Accent,Blue,Hatchback,manual,kmhcm3ac9au176983,ca,2.0,52373.0,white,gray,lincoln financial services,3575.0,3600.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2797,2010,kia,Sportage,LX,SUV,automatic,kndkgca30a7699427,ca,28.0,93899.0,white,beige,remarketing by ge/golden 1 credit union,7650.0,7100.0,Wed Jan 28 2015 04:30:00 GMT-0800 (PST)
2798,2010,infiniti,QX56,Base,SUV,automatic,5n3za0ndxan900833,ca,39.0,72694.0,white,gray,century dealer services corp,24000.0,25750.0,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2799,2010,toyota,Venza,Base,Wagon,automatic,4t3za3bb5au037255,ca,1.0,72930.0,blue,tan,toyota financial services,13550.0,4500.0,Wed Feb 04 2015 05:30:00 GMT-0800 (PST)
2800,2010,land rover,LR2,HSE,SUV,automatic,salfr2bn6ah208058,ca,29.0,47273.0,white,beige,jaguar land rover thousand oaks,16400.0,15750.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2801,2010,toyota,Tundra,Tundra Grade,CrewMax Cab,automatic,5tfem5f13ax001448,ca,27.0,116604.0,gray,gray,exeter finance corp,14300.0,14600.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2802,2010,mercedes-benz,S-Class,S63 AMG,Sedan,automatic,wddng7hb8aa313413,ca,29.0,45527.0,silver,black,caseys cars inc,48200.0,43000.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2803,2010,ford,Focus,S,Sedan,automatic,1fahp3en0aw280219,ca,28.0,97238.0,white,gray,santander consumer,4400.0,5100.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2804,2010,ford,F-150,XLT,SuperCab,automatic,1ftex1c81afd12139,ca,1.0,141217.0,silver,beige,tradewinds remarketing,9750.0,9350.0,Wed Dec 31 2014 12:30:00 GMT-0800 (PST)
2805,2010,honda,Civic,DX-VP,Sedan,automatic,19xfa1f36ae009695,ca,27.0,65214.0,blue,gray,jpmorgan chase bank n.a.,8250.0,8800.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2806,2010,infiniti,G37 Convertible,Base,G37 Convertible,automatic,jn1cv6fe8am355371,ca,39.0,58266.0,white,beige,nissan infiniti lt,18450.0,21000.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2807,2009,nissan,Maxima,3.5 SV,Sedan,automatic,1n4aa51e99c829319,ca,2.0,54197.0,black,black,jpmorgan chase bank n.a.,12100.0,10700.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2808,2009,hyundai,Sonata,GLS,Sedan,automatic,5npet46c39h569592,ca,23.0,126592.0,black,gray,cig financial,4025.0,2700.0,Wed Jan 14 2015 07:00:00 GMT-0800 (PST)
2809,2009,smart,fortwo,BRABUS coupe,Hatchback,automatic,wmeej31x19k241827,ca,23.0,36244.0,red,red,remarketing by ge/nextgear capital,5300.0,3500.0,Tue Dec 23 2014 16:00:00 GMT-0800 (PST)
2810,2009,pontiac,G5,Base,Coupe,automatic,1g2as18h297168908,ca,26.0,123631.0,gray,black,california fleet inc,3275.0,3600.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2811,2009,volkswagen,GTI,Base,Hatchback,automatic,wvwhv71k09w122719,ca,44.0,76639.0,black,gray,lucky imports,8700.0,11300.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2812,2009,gmc,Yukon XL,Denali,SUV,automatic,1gkfk06289r161836,ca,3.0,103138.0,black,black,remarketing by ge/manheim riverside,20100.0,17000.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2813,2009,toyota,RAV4,Base,SUV,automatic,jtmzf33v19d002683,ca,21.0,193409.0,white,gray,ars/executive car leasing co,7725.0,7800.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2814,2009,cadillac,Escalade Hybrid,Base,SUV,automatic,1gyfc43579r119473,ca,31.0,64944.0,black,beige,high bid trading co inc,25200.0,28000.0,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2815,2009,ford,F-150,Lariat,SuperCrew,automatic,1ftpw12v39kc63614,ca,45.0,105312.0,white,beige,hoehn motors inc,16850.0,17300.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2816,2009,toyota,Camry,Base,Sedan,automatic,4t4be46k89r096932,ca,19.0,134995.0,gray,silver,gm financial,6800.0,7000.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2817,2009,nissan,Versa,1.8 SL,Hatchback,automatic,3n1bc13e39l418357,ca,19.0,59665.0,blue,beige,santander consumer,5850.0,4500.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2818,2009,mazda,Mazda6,i SV,Sedan,automatic,1yvhp81a395m06675,ca,34.0,92488.0,blue,gray,a l financial corporation,6225.0,7400.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2819,2009,chevrolet,Tahoe,LTZ,SUV,automatic,1gnfc33j89r280404,ca,38.0,156406.0,black,black,california fleet inc,13950.0,14250.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2820,2009,audi,A4,2.0T Premium quattro,Sedan,automatic,wausf78k79a095778,ca,29.0,59602.0,silver,black,first investors servicing corp,14350.0,16000.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2821,2009,mercedes-benz,GL-Class,GL550,SUV,automatic,4jgbf86e89a494412,ca,39.0,73291.0,black,beige,high bid trading co inc,25400.0,24500.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2822,2009,ford,Ranger,XL,Regular Cab,automatic,1ftyr10d69pa20341,ca,2.0,312235.0,white,gray,o'reilly auto parts,3050.0,2000.0,Wed Feb 11 2015 16:00:00 GMT-0800 (PST)
2823,2009,chevrolet,Silverado 2500HD,Work Truck,Crew Cab,automatic,1gchk43k69f151730,ca,36.0,38822.0,white,gray,enterprise fleet management exchange  inc.,22200.0,20000.0,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2824,2009,mercedes-benz,GL-Class,GL450,SUV,automatic,4jgbf71e59a458498,ca,47.0,51714.0,black,black,high bid trading co inc,26300.0,27750.0,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2825,2009,dodge,Journey,SE,SUV,automatic,3d4gg47b09t530478,ca,28.0,104123.0,black,black,repo remarketing/visterra credit union,5450.0,5000.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2826,2009,chevrolet,Silverado 2500HD,Work Truck,Crew Cab,automatic,1gchk43k29f151885,ca,29.0,39498.0,white,gray,enterprise fleet management exchange  inc.,22100.0,21000.0,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2827,2009,toyota,Corolla,Base,Sedan,automatic,1nxbu40e79z135798,ca,31.0,79618.0,silver,gray,jpmorgan chase bank n.a.,6625.0,8200.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2828,2009,mazda,CX-9,Grand Touring,SUV,automatic,jm3tb28v690180060,ca,31.0,140689.0,white,gray,northwest import sales,6775.0,8000.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2829,2009,dodge,Journey,SXT,SUV,automatic,3d4gg57v79t549934,ca,21.0,147998.0,gray,beige,jpmorgan chase bank n.a.,4250.0,4300.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2830,2009,ford,Escape,XLT,SUV,automatic,1fmcu03789kc85036,ca,42.0,106874.0,silver,tan,wheels exchange llc,7575.0,7000.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2831,2009,ford,Focus,SEL,Sedan,automatic,1fahp37n59w183056,ca,35.0,96588.0,silver,black,santander consumer,5600.0,7300.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2832,2009,chevrolet,Avalanche,LT1,Crew Cab,automatic,3gnec22099g252089,ca,21.0,74387.0,blue,black,gm financial,18200.0,16500.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2833,2009,bmw,3 Series,328i,Sedan,automatic,wbaph57599nm34386,ca,34.0,86571.0,gray,black,bmw of murrieta,10950.0,11500.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2834,2009,mitsubishi,Lancer,ES-Sport,Sedan,manual,ja3au26u09u002513,ca,23.0,118427.0,gray,black,california republic bank,4625.0,6000.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2835,2009,nissan,Maxima,3.5 SV,Sedan,automatic,1n4aa51e39c820566,ca,36.2,63858.0,gray,black,honda of escondido,11800.0,12000.0,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2836,2009,honda,Accord,LX-P,Sedan,automatic,1hgcp26469a198140,ca,26.0,133309.0,gray,black,ahfc/honda lease trust/hvt  inc.,6475.0,7800.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2837,2009,honda,Accord,LX,Sedan,automatic,1hgcp26339a076570,ca,38.0,23105.0,black,beige,apexcars net,10350.0,12700.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2838,2009,mercedes-benz,M-Class,ML350 4MATIC,SUV,automatic,4jgbb86e29a465998,ca,27.0,71108.0,silver,black,dublin honda,18700.0,18500.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2839,2009,jaguar,XF,Premium Luxury,Sedan,automatic,sajwa06b39hr08782,ca,35.0,100856.0,green,beige,billion dodge chrysler jeep,13000.0,13250.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2840,2009,bmw,5 Series,528i xDrive,Sedan,automatic,wbanv13559c154975,ca,44.0,41128.0,black,off-white,financial services remarketing (lease),17100.0,17800.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2841,2009,bmw,X5,xDrive48i,SUV,automatic,5uxfe83559l170334,ca,28.0,79957.0,black,black,remarketing by ge/manheim california,19400.0,18750.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2842,2009,honda,CR-V,EX,SUV,automatic,jhlre48549c001036,ca,37.0,90637.0,white,gray,livermore toyota and livermore scion,11650.0,11700.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2843,2009,bmw,3 Series,328i,Sedan,automatic,wbaph57569nl79279,ca,42.0,60755.0,white,gray,exeter finance corp,12400.0,14500.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2844,2009,honda,CR-V,EX-L,SUV,automatic,5j6re38759l029852,ca,19.0,84832.0,black,black,honda of hayward,12950.0,9000.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2845,2009,mini,Cooper,S,Hatchback,automatic,wmwmf73599tw81834,ca,2.0,108096.0,gray,black,east bay bmw,5825.0,4600.0,Wed Dec 17 2014 15:10:00 GMT-0800 (PST)
2846,2009,cadillac,Escalade,Base,SUV,automatic,1gyfc53219r124437,ca,26.0,72247.0,blue,black,caseys cars inc,22600.0,25000.0,Tue Dec 30 2014 12:30:00 GMT-0800 (PST)
2847,2009,mitsubishi,Lancer,DE,Sedan,automatic,ja3au16u69u042671,ca,35.0,51521.0,silver,black,jpmorgan chase bank n.a.,5025.0,7600.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2848,2009,cadillac,Escalade Hybrid,Base,SUV,automatic,1gyfc43509r123767,ca,28.0,170960.0,white,beige,myrddin fleet services,15750.0,15000.0,Thu Jan 08 2015 12:00:00 GMT-0800 (PST)
2849,2009,honda,Accord,EX,Sedan,automatic,1hgcp26779a158269,ca,28.0,78127.0,gray,gray,wells fargo dealer services,9575.0,11000.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2850,2009,ford,Fusion,SEL,Sedan,automatic,3fahp08109r180756,ca,35.0,56663.0,black,black,kearny pearson kia,9025.0,8500.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2851,2009,chevrolet,2500,slv 4x2 rg work truck,Sedan,automatic,1gbhc44k19e127776,ca,3.0,93884.0,white,black,tradewinds remarketing,10900.0,10600.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
